DAM_NAME,NAT_ID,CNTY_NAME,EAP,Last EAP Update
Great Bear Lake Level Control Structure,MI02022,Van Buren,Not Required,
Pugsley Lake Level Control Structure,MI02023,Van Buren,Not Required,
Reynolds Lake Level Control Structure,MI02024,Van Buren,Not Required,
Saddle Lake Level Control Structure,MI02025,Van Buren,Not Required,
Schafer Lake Level Control Structure,MI02026,Van Buren,Not Required,
Scott Lake Level Control Structure,MI02027,Van Buren,Not Required,
Van Auken Lake Level Control Structure,MI02028,Van Buren,Not Required,
Lake of the Woods Level Control Structure,MI02029,Van Buren,Not Required,
Horseshoe Lake Level Control Structure,MI02030,Washtenaw,Not Required,
Van Dragt's Dam,MI02031,Allegan,Not Required,
Clam River Control Dam,MI02032,Wexford,Not Required,
Kinnunen Dam,MI02033,Alger,Not Required,
Folker Dam,MI02034,Antrim,Not Required,
Forkers Dam,MI02035,Berrien,Not Required,
Smith Dam,MI02036,Antrim,Not Required,
Knight Dam,MI02037,Arenac,Not Required,
Keir Dam,MI02038,Arenac,Not Required,
Ireland,MI02039,Arenac,Not Required,
Tooth Dam,MI02040,Arenac,Not Required,
Miscisin Dam,MI02041,Arenac,Not Required,
Cedar Springs Campground Dam,MI02042,Arenac,Not Required,
Hilley Dam #1,MI02043,Benzie,Not Required,
Hilley Dam #2,MI02044,Benzie,Not Required,
Mead Dam,MI02045,Benzie,Not Required,
Birch Lake Millpond Dam,MI02046,Cass,Not Required,
Custer Dam,MI02047,Chippewa,Not Required,
Bernier Dam,MI02048,Chippewa,Not Required,
Kabot Dam,MI02049,Chippewa,Not Required,
Anderson Dam,MI02050,Chippewa,Not Required,
Presspitch-Yoestring Dam,MI02051,Clare,Not Required,
Sleepy Hollow Country Club Dam,MI02052,Clinton,Not Required,
Lenhert Dam,MI02053,Clinton,Not Required,
Whitaker Dam,MI02054,Clinton,Not Required,
Slamka Dam,MI02055,Clinton,Not Required,
Markman Dam,MI02056,Clinton,Not Required,
Simmon Dam,MI02057,Clinton,Not Required,
Spitzley Dam,MI02058,Clinton,Not Required,
Simmon Dam,MI02059,Clinton,Not Required,
Ryon Dam,MI02060,Clinton,Not Required,
Phillips Dam,MI02061,Clinton,Not Required,
Schlarf Dam #1,MI02062,Clinton,Not Required,
Schlarf Dam #2,MI02063,Clinton,Not Required,
AuSable Hatchery Ponds,MI02064,Crawford,Not Required,
Lang Dam,MI02065,Gladwin,Not Required,
Beatons Lake Dam,MI02066,Gogebic,Not Required,
Spring Creek-Ironwood City Dam,MI02067,Gogebic,Not Required,
Nelson Dam,MI02068,Grand Traverse,Not Required,
Belanger Dam,MI02069,Grand Traverse,Not Required,
Ackerman Dam,MI02070,Grand Traverse,Not Required,
Baker Dam,MI02071,Grand Traverse,Not Required,
Pike Dam,MI02072,Grand Traverse,Not Required,
Papworth Dam,MI02073,Houghton,Not Required,
Swantek Dam,MI02074,Iosco,Not Required,
D and M Railroad Dam,MI02075,Iosco,Not Required,
Podlewski Dam,MI02076,Iosco,Not Required,
Fink Dam,MI02077,Iosco,Not Required,
Hughes Dam,MI02078,Iosco,Not Required,
Labian Dam,MI02079,Iosco,Not Required,
Brindley Dam,MI02080,Iosco,Not Required,
Straver Dam,MI02081,Iosco,Not Required,
Wojahn Dam,MI02082,Iosco,Not Required,
Coller Dam,MI02083,Iosco,Not Required,
Wasylk Dam,MI02084,Iosco,Not Required,
Holzheuer Dam,MI02085,Iosco,Not Required,
Baker Dam,MI02086,Iosco,Not Required,
Penman Dam,MI02087,Iosco,Not Required,
Cavell Dam,MI02088,Iosco,Not Required,
Austin Lake Dam,MI02089,Kalamazoo,Not Required,
Goulant Dam,MI02090,Kalkaska,Not Required,
Jousma Dam,MI02092,Kent,Not Required,
Horvath Dam,MI02093,Lake,Not Required,
U.S. Forest Service Dam,MI02094,Lake,Not Required,
Venner Dam,MI02095,Lake,Not Required,
Pader Dam,MI02096,Lake,Not Required,
Seawright Dam #1,MI02097,Lake,Not Required,
Seawright Dam #2,MI02098,Lake,Not Required,
Locke Dam,MI02099,Lake,Not Required,
LaPointe Farms #2 Dam,MI02100,Lake,Not Required,
Twork Dam,MI02101,Eaton,Not Required,
George Dam,MI02102,Lapeer,Not Required,
Johoda Dam,MI02103,Leelanau,Not Required,
Meak Dam,MI02104,Leelanau,Not Required,
Czamankse Dam,MI02105,Leelanau,Not Required,
Provemont Dam,MI02106,Leelanau,Not Required,
Hemlock Dam,MI02107,Luce,Not Required,
Schultz Dam,MI02108,Macomb,Not Required,
Bishop Dam,MI02109,Macomb,Not Required,
Woodland Waters Dam,MI02110,Macomb,Not Required,
Bass Lake Dam,MI02111,Mason,Not Required,
Nickelson Pond Dam,MI02112,Mason,Not Required,
Weinert Dam #1,MI02113,Mason,Not Required,
Marcus Dam,MI02115,Midland,Not Required,
Jurkiewicz Dam,MI02116,Montcalm,Not Required,
Mc Cormick Lake Dam,MI02117,Montmorency,Not Required,
Peterson Dam,MI02119,Newaygo,Not Required,
Proud Lake Dam,MI02120,Oakland,Not Required,
Stopczynski Dam,MI02121,Oceana,Not Required,
Peters Dam,MI02122,Oceana,Not Required,
Beckman Brothers Dam,MI02123,Oceana,Not Required,
Carr Dam,MI02124,Oceana,Not Required,
Hawley Dam,MI02125,Oceana,Not Required,
Virbanac Dam,MI02126,Oceana,Not Required,
Hatt Dam,MI02127,Osceola,Not Required,
Vigo Dam,MI02129,Dickinson,Not Required,
Bosco Dam,MI02130,Oscoda,Not Required,
Monroe Dam,MI02131,Oscoda,Not Required,
Polarski Dam,MI02132,Oscoda,Not Required,
Morgan Dam,MI02133,Oscoda,Not Required,
Fontinalis Club Upper Dam,MI02134,Otsego,Not Required,
Sutter Dam,MI02135,Ottawa,Not Required,
Radyko Dam,MI02136,Presque Isle,Not Required,
Soloskey Dam,MI02137,Roscommon,Not Required,
Gross Dam,MI02138,Saginaw,Not Required,
Nelson Dam,MI02139,Saginaw,Not Required,
Wasman Dam,MI02140,Van Buren,Not Required,
Nehez Dam,MI02141,Wexford,Not Required,
Woodworth Dam,MI02142,Wexford,Not Required,
Mc Nitt Dam,MI02143,Wexford,Not Required,
Bond Millpond Dam,MI02145,Wexford,Not Required,
Bayma Dam,MI02146,Wexford,Not Required,
Garlets Dam,MI02147,Wexford,Not Required,
Von Hofe Dam,MI02148,Wexford,Not Required,
Malmstrom Dam,MI02149,Wexford,Not Required,
Little Rose Lake Dam,MI02150,Branch,Not Required,
Brouwer Dam,MI02151,Benzie,Not Required,
Woods Dam,MI02153,Iosco,Not Required,
Fitzgerald Dam,MI02155,Isabella,Not Required,
Hayward Dam,MI02156,Gladwin,Not Required,
Forbes Dam,MI02157,Isabella,Not Required,
Traver Lake Dam #5,MI02158,Washtenaw,Not Required,
Carey Dam,MI02159,Dickinson,Not Required,
Belski Dam,MI02160,Dickinson,Not Required,
Loveless Dam,MI02161,Hillsdale,Not Required,
Walters Dam,MI02162,Hillsdale,Not Required,
Trine Dam,MI02163,Hillsdale,Not Required,
Grabouske Dam,MI02164,Hillsdale,Not Required,
Lime Lake Dam,MI02165,Hillsdale,Not Required,
Pittsfield-Ann Arbor Drain Dam #1,MI02166,Washtenaw,Not Required,
Malletts Dam,MI02167,Washtenaw,Not Required,
Romeo and Juliet Lakes,MI02168,Mason,Not Required,
Upjohn Conference Center Dam,MI02169,Kalamazoo,Not Required,
Windover Lake Dam,MI02170,Clare,Not Required,
Barton Road Dam,MI02171,Newaygo,Not Required,
Cemetary & Dollar Lake Dam,MI02172,Oakland,Not Required,
MiNoName #5,MI02174,Ogemaw,Not Required,
Aginaw Lake Dam,MI02176,Shiawassee,Not Required,
Nestoria Creek Dam,MI02178,Baraga,Not Required,
Parent Creek Dam,MI02179,Baraga,Not Required,
Hecht Dam,MI02180,Barry,Not Required,
Price Dam,MI02181,Bay,Not Required,
Bourdon Dam,MI02182,Bay,Not Required,
Cold Creek Dam,MI02183,Benzie,Not Required,
Case Creek Dam,MI02184,Benzie,Not Required,
Lake Louise Dam,MI02185,Berrien,Not Required,
Yellow Creek Dam,MI02186,Berrien,Not Required,
O'Leary Dam #1,MI02187,Berrien,Not Required,
Welch Dam,MI02188,Berrien,Not Required,
McCormick Dam,MI02189,Berrien,Not Required,
Hibbard Lake Dam,MI02190,Berrien,Not Required,
Rearing Pond Dam,MI02191,Branch,Not Required,
Light Dam,MI02192,Otsego,Not Required,
Sewer Crossing,MI02193,Calhoun,Not Required,
Massey Dam,MI02194,Charlevoix,Not Required,
Robinson Dam,MI02195,Barry,Not Required,
Towner Dam,MI02196,Cheboygan,Not Required,
Taft Road Regional Detention Basin,MI02197,Oakland,Not Required,
Thornton District Detention Basin,MI02198,Oakland,Not Required,
Meadowbrook Lake Dam,MI02199,Oakland,Not Required,
Ward Dam,MI02200,Chippewa,Not Required,
Barens Dam,MI02201,Chippewa,Not Required,
Bear Creek Dam,MI02202,Chippewa,Not Required,
Little Bear Creek Dam,MI02203,Chippewa,Not Required,
Albert Dam,MI02204,Chippewa,Not Required,
Silver Lake Level Control Structure,MI02205,Van Buren,Not Required,
Round Lake Level Control Structure,MI02206,Van Buren,,
Rush Lake Level Control Structure,MI02207,Van Buren,Not Required,
Vertz Dam,MI02210,Chippewa,Not Required,
Spile Dam (South),MI02212,Chippewa,Not Required,
Sylvester Creek Dam,MI02213,Chippewa,Not Required,
Warner Dam,MI02214,Clare,Not Required,
Toutant Dam,MI02215,Gladwin,Not Required,
Walleyes for Iosco County Walleye Pond Dam,MI02216,Iosco,Not Required,
Elk Lake Dam,MI02217,Gladwin,Not Required,
Huston Dam,MI02218,Gladwin,Not Required,
Conner Creek Dam,MI02219,Gogebic,Not Required,
Bunce Dam,MI02221,Hillsdale,Not Required,
Dunn Dam,MI02222,Hillsdale,Not Required,
Eby Dam,MI02223,Hillsdale,Not Required,
Lost Nation Lake #1 Dam,MI02224,Hillsdale,Not Required,
Lost Nation Lake #2 Dam,MI02225,Hillsdale,Not Required,
McCallum Creek Dam,MI02226,Houghton,Not Required,
Lake Superior Land Co Dam,MI02227,Houghton,Not Required,
Peterson Dam,MI02228,Houghton,Not Required,
Fuller Dam,MI02229,Huron,Not Required,
Ferris Dam,MI02230,Ionia,Not Required,
No Name,MI02231,Ionia,Not Required,
Walma Dam,MI02232,Ionia,Not Required,
Arnold Dam,MI02233,Iosco,Not Required,
Clary Dam,MI02234,Iosco,Not Required,
Mc Kenna,MI02235,Iosco,Not Required,
Trib To Merriman Lake Dam,MI02236,Iron,Not Required,
Wildlife Dam,MI02237,Iron,Not Required,
Wolf Creek Dam,MI02238,Iron,Not Required,
Johnson Pond Dam,MI02239,Isabella,Not Required,
Peterson Dam,MI02240,Isabella,Not Required,
Henshaw Dam,MI02241,Kalamazoo,Not Required,
Spark Foundation County Park Dam,MI02242,Jackson,Not Required,
Boudeman Dam,MI02243,Kalamazoo,Not Required,
McCaul Dam,MI02245,Kent,Not Required,
Reith Dam,MI02246,Kent,Not Required,
Rooker Dam,MI02247,Kent,Not Required,
Sarniak Dam,MI02248,Kent,Not Required,
Eagle River Trib Dam,MI02249,Keweenaw,Not Required,
Eagle Harbor Sawmill Pond Dam,MI02250,Keweenaw,Not Required,
UOP Inc Dam,MI02251,Keweenaw,Not Required,
Streator Dam,MI02252,Lake,Not Required,
Baggerly Dam,MI02253,Lapeer,Not Required,
Busek Dam,MI02254,Lapeer,Not Required,
Derderian Dam,MI02255,Lapeer,Not Required,
Loewith Dam,MI02256,Lapeer,Not Required,
McGinnis Dam,MI02257,Lapeer,Not Required,
Rivard Dam,MI02258,Lapeer,Not Required,
Straith Dam,MI02259,Lapeer,Not Required,
Thorn Dam,MI02260,Lapeer,Not Required,
Tody Lake Dam,MI02261,Lapeer,Not Required,
Lords Lake,MI02262,Jackson,Not Required,
Daub Dam,MI02263,Lenawee,Not Required,
No Name #2 Dam,MI02264,Lenawee,Not Required,
Posey Lake Level Control Structure,MI02265,Lenawee,Not Required,
Christensen Dam,MI02266,Livingston,Not Required,
Shamel Dam,MI02267,Livingston,Not Required,
Amadon Pond Dam,MI02268,Mackinac,Not Required,
Sand Lake Inlet - Outlet Control Structure,MI02269,Lenawee,Not Required,
Demchik Dam,MI02279,Macomb,Not Required,
USDA Dam,MI02280,Mackinac,Not Required,
Centennial Lake Dam,MI02281,Macomb,Not Required,
Mather Dam,MI02282,Macomb,Not Required,
Thorington Lake Dam,MI02283,Macomb,Not Required,
Tamarack Creek Dam,MI02284,Montcalm,Not Required,
Hopkinson Dam,MI02285,Montmorency,Not Required,
Misuaraca Dam,MI02286,Oakland,Not Required,
Mill Pond Dam,MI02287,Oakland,Not Required,
Ray Dam,MI02288,Oakland,Not Required,
Outwood Sub Dam,MI02289,Oakland,Not Required,
Warstler Dam,MI02290,Oakland,Not Required,
Gillam Dam No One,MI02291,Saginaw,Not Required,
Gillam Dam No Two,MI02292,Saginaw,Not Required,
Shin Dam,MI02293,Saginaw,Not Required,
Bennett Dam,MI02295,Ogemaw,Not Required,
Bowsher Dam #1,MI02296,Ogemaw,Not Required,
Bowsher Dam #2,MI02297,Ogemaw,Not Required,
Bowsher Dam #3,MI02298,Ogemaw,Not Required,
Faull Dam,MI02299,Ogemaw,Not Required,
Jacob Dam,MI02300,Ogemaw,Not Required,
Fox Dam,MI02301,Ogemaw,Not Required,
Jones Dam,MI02302,Ogemaw,Not Required,
Haas Dam,MI02303,Eaton,Not Required,
Gratiot-Saginaw Impoundment 8 Dam,MI02304,Gratiot,Not Required,
Parliment Dam,MI02305,Ogemaw,Not Required,
Prince Dam,MI02306,Ogemaw,Not Required,
Reasner Dam,MI02307,Ogemaw,Not Required,
Reasner Dam South,MI02308,Ogemaw,Not Required,
Rohl Dam,MI02309,Ogemaw,Not Required,
Winter Dam #1,MI02310,Ogemaw,Not Required,
Winter Dam #2,MI02311,Ogemaw,Not Required,
Wymer Dam,MI02312,Ogemaw,Not Required,
American Can Company Dam,MI02313,Ontonagon,Not Required,
Copper Range Company Dam,MI02314,Ontonagon,Yes,20-Jan-00
Vulcan Corporation Dam,MI02315,Ontonagon,Not Required,
Bills East Dam,MI02316,Oscoda,Not Required,
Bills West Dam,MI02317,Oscoda,Not Required,
Nawakwa Dam,MI02318,Oscoda,Not Required,
Gerber Dam,MI02320,Oscoda,Not Required,
Hoy Dam,MI02321,Oscoda,Not Required,
Miller Dam,MI02322,Oscoda,Not Required,
Wright Dam,MI02323,Oscoda,Not Required,
Bailey Fund East Dam,MI02324,Otsego,Not Required,
Bailey Fund West Dam,MI02325,Otsego,Not Required,
Michaywe LTD Dam,MI02326,Otsego,Not Required,
Microdot Inc Dam,MI02327,Otsego,Not Required,
Kaatz Lake Dam,MI02328,Sanilac,Not Required,
Schrader Dam,MI02329,Otsego,Not Required,
Hoffman Dam,MI02330,Ottawa,Not Required,
Klokker Dam,MI02331,Ottawa,Not Required,
Motman Dam,MI02332,Ottawa,Not Required,
Plover Farm Dam,MI02333,Ottawa,Not Required,
Trib To Bruce Bayou Dam,MI02334,Ottawa,Not Required,
Trib To Dermo Bayou Dam,MI02335,Ottawa,Not Required,
Vannette Dam,MI02336,Ottawa,Not Required,
VanSlooten Dam,MI02337,Ottawa,Not Required,
Voetberg Dam,MI02338,Ottawa,Not Required,
Birchmeier Dam,MI02339,Saginaw,Not Required,
Belle River Joint Venture Dam,MI02340,Saint Clair,Not Required,
Gauthier Dam,MI02341,Saint Clair,Not Required,
Kommel Dam,MI02342,Saint Clair,Not Required,
Trib To South Branch Drain Dam,MI02343,Saint Clair,Not Required,
Mayes Dam,MI02344,Saint Joseph,Not Required,
Miners River Lamprey Barrier,MI02345,Alger,Not Required,
Bartney Dam,MI02346,Sanilac,Not Required,
Bills Dam,MI02347,Sanilac,Not Required,
Bit-By-Bit Company Dam,MI02348,Sanilac,Not Required,
Callan Dam,MI02349,Sanilac,Not Required,
Donavan Dam,MI02350,Sanilac,Not Required,
Foss Dam,MI02351,Sanilac,Not Required,
Friday Dam,MI02352,Sanilac,Not Required,
Hartsell Dam,MI02353,Sanilac,Not Required,
Hiller Dam,MI02354,Sanilac,Not Required,
Jarmolowicz Dam,MI02355,Sanilac,Not Required,
LakeView Hills Country Club Dam,MI02356,Sanilac,Not Required,
Lovik Dam,MI02357,Sanilac,Not Required,
Trib Lake Huron Dam,MI02358,Sanilac,Not Required,
Perry Dam,MI02359,Sanilac,Not Required,
Schieusener Dam,MI02360,Sanilac,Not Required,
Suerwier Dam,MI02361,Sanilac,Not Required,
Geeck Road Dam,MI02362,Shiawassee,Not Required,
Odessa Lakes Dam #1,MI02363,Tuscola,Not Required,
Odessa Lakes Dam #2,MI02364,Tuscola,Not Required,
Big Rapids Dam,MI02365,Mecosta,,
Trib Copper Creek Dam,MI02366,Gogebic,Not Required,
Thomas Dam,MI02367,Hillsdale,Not Required,
Platte Dam (Upstream),MI02368,Otsego,Not Required,
Platte Dam (Downstream),MI02369,Otsego,Not Required,
Buhl Dam,MI02370,Otsego,Not Required,
Broucek Dam,MI02371,Washtenaw,Not Required,
Trout Lake Dam,MI02372,Lapeer,Not Required,
Cunningham Dam,MI02373,Washtenaw,Not Required,
Jones Dam,MI02374,Washtenaw,Not Required,
McCarthy Drain Dam,MI02375,Washtenaw,Not Required,
Willo's Lake Dam,MI02376,Washtenaw,Not Required,
Superior Development Corporation Dam,MI02377,Washtenaw,Not Required,
Traver Creek Dam #1,MI02378,Washtenaw,Not Required,
Traver Creek Dam #2,MI02379,Washtenaw,Not Required,
Traver Creek Dam #3,MI02380,Washtenaw,Not Required,
Traver Creek Dam #4,MI02381,Washtenaw,Not Required,
Traver Creek Dam #5,MI02382,Washtenaw,Not Required,
Traver Creek Dam #6,MI02383,Washtenaw,Not Required,
Trib To Lower River Rouge Dam,MI02384,Washtenaw,Not Required,
Warner Drain Dam,MI02385,Washtenaw,Not Required,
Waterland Trucking Service Dam,MI02386,Washtenaw,Not Required,
Whittaker And Gooding Dam,MI02387,Washtenaw,Not Required,
West Branch Paint Creek Dam,MI02388,Washtenaw,Not Required,
Edison Lake Estates Lower Dam,MI02389,Wayne,Not Required,
Edison Lake Estates Upper Dam,MI02390,Wayne,Not Required,
Van Buren Township Dam,MI02391,Wayne,Not Required,
Middle Pond Dam,MI02392,Wayne,Not Required,
North Branch Fellows Creek Dam,MI02393,Wayne,Not Required,
W Br Whitefish River Lamprey Barrier,MI02394,Alger,Not Required,
Blythefield Memorial Gardens Pond #1,MI02395,Kent,Not Required,
Blythefield Memorial Gardens Pond #2,MI02396,Kent,Not Required,
Prairie Dam,MI02397,Ionia,Not Required,
Washington Creek USGS Control,MI02398,Keweenaw,Not Required,
Bond Falls Canal USGS Control,MI02399,Ontonagon,Not Required,
Middle Branch Escanaba USGS Control,MI02400,Marquette,Not Required,
Greenwood Diversion USGS Control,MI02401,Marquette,Not Required,
Greenwood Release USGS Control,MI02402,Marquette,Not Required,
Schweitzer Creek USGS Control,MI02403,Marquette,Not Required,
Cherry Creek USGS Control,MI02404,Marquette,Not Required,
West Branch Sturgeon USGS Control,MI02405,Dickinson,Not Required,
Pine Creek USGS Control,MI02406,Dickinson,Not Required,
West Fork Portage Creek USGS Control,MI02407,Kalamazoo,Not Required,
Deer Creek USGS Control,MI02408,Ingham,Not Required,
Sloan Creek USGS Control,MI02409,Ingham,Not Required,
Red Cedar USGS Control,MI02410,Ingham,Not Required,
Farmers Creek USGS Control,MI02411,Lapeer,Not Required,
North Branch Belle River USGS Control,MI02412,Lapeer,Not Required,
Galloway Creek USGS Control,MI02413,Oakland,Not Required,
North Branch Clinton USGS Control,MI02414,Macomb,Not Required,
River Rouge USGS Control,MI02415,Oakland,Not Required,
Upper River Rouge USGS Control,MI02416,Oakland,Not Required,
DOI FWS Dam #1,MI02417,Schoolcraft,Not Required,
DOI FWS Dam #2,MI02418,Schoolcraft,Not Required,
DOI FWS Dam #3,MI02419,Schoolcraft,Not Required,
DOI FWS Dam #4,MI02420,Schoolcraft,Not Required,
Spur Pool Dam,MI02421,Schoolcraft,Not Required,
Odessa Lakes Dam #4,MI02422,Tuscola,Not Required,
Peet Packing Company Dam,MI02423,Saginaw,Not Required,
Francis Champagne Dam,MI02424,Arenac,Not Required,
Autumn Ridge Detention Dam,MI02425,Macomb,Not Required,
Hunters Hollow Hunt Club Dam,MI02426,Ingham,Not Required,
Caulkins Lake Dam,MI02427,Otsego,Not Required,
Hulsebos Dam,MI02428,Eaton,Not Required,
Pine River Dam,MI02429,Alcona,Not Required,
"Lewis, Temby & Buck Dam",MI02430,Alcona,Not Required,
Tait Dam North,MI02431,Alcona,Not Required,
Tait Dam South,MI02432,Alcona,Not Required,
Devil River Dam,MI02433,Alcona,Not Required,
Kerlin Dam,MI02434,Alcona,Not Required,
Barlow Dam,MI02435,Alcona,Not Required,
Gimlet Creek #1 Dam,MI02436,Alcona,Not Required,
Gimlet Creek #2 Dam,MI02437,Alcona,Not Required,
Buchner Farms Dam,MI02438,Alcona,Not Required,
Apsey Dam,MI02439,Alcona,Not Required,
Benzie Sportsman Club Dam,MI02441,Benzie,Not Required,
Gelatowsky Dam,MI02442,Benzie,Not Required,
Kendall Dam,MI02443,Benzie,Not Required,
Kyser Dam,MI02444,Benzie,Not Required,
Nugent Farms Dam,MI02445,Benzie,Not Required,
Nugent Dam,MI02446,Benzie,Not Required,
Smeltzer Dam East,MI02447,Benzie,Not Required,
Smeltzer Dam West,MI02448,Benzie,Not Required,
Fisher Dam,MI02449,Berrien,Not Required,
Oronoko Lakes Dam,MI02450,Berrien,Not Required,
Sutherland Lake Level Control Structure,MI02452,Clare,Not Required,
Sunny Brook Dam,MI02454,Manistee,Not Required,
Lefever Dam,MI02455,Macomb,Not Required,
Miel Dam,MI02456,Montcalm,Not Required,
Barztel Dam,MI02457,Osceola,Not Required,
Whittaker Dam,MI02458,Leelanau,Not Required,
Lower Boron Dam,MI02459,Oscoda,Not Required,
Upper Boron Dam,MI02460,Oscoda,Not Required,
Grants Dam,MI02461,Oscoda,Not Required,
Holmes Dam,MI02462,Iron,Not Required,
Dam 10,MI02463,Iron,Not Required,
Gallie Dam,MI02464,Mason,Not Required,
Upper Van-L-Ltd Dam,MI02465,Iron,Not Required,
Pleasant Lake Level Control Structure,MI02466,Jackson,Not Required,
Graafschap Road Dam,MI02467,Ottawa,Not Required,
Johnson Estate Dam,MI02468,Kent,Not Required,
Gratiot-Saginaw Impoundment 15 Dam,MI02469,Gratiot,Not Required,
Applebrook Detention Basin #1,MI02470,Oakland,Not Required,
Oak River Sub #2 Dam,MI02471,Oakland,Not Required,
Troy Lakes Estates Dam,MI02472,Oakland,Not Required,
Odessa Lakes Dam #3,MI02473,Tuscola,Not Required,
Hamlin Dam,MI02474,Isabella,Not Required,
Ottawa Trout Pond #1 Dam,MI02475,Emmet,Not Required,
Camp Six Wildlife Dam,MI02476,Luce,Not Required,
Ginop Dam,MI02477,Cheboygan,Not Required,
Ottawa Trout Pond # 3 Dam,MI02478,Emmet,Not Required,
County Line Flooding Dam,MI02479,Montcalm,Not Required,
Deadwood Pond Dam,MI02480,Barry,Not Required,
Dansville State Game Area #18 Dam,MI02481,Ingham,Not Required,
E Br Au Gres River Lamprey Barrier,MI02482,Iosco,Not Required,
Stoker Dam,MI02483,Jackson,Not Required,
Evans Dam,MI02484,Mason,Not Required,
East Branch Dam,MI02485,Oscoda,Not Required,
Mio Walleye Pond Dam,MI02486,Oscoda,Not Required,
Pohley Dam,MI02487,Oscoda,Not Required,
Upper Sylvan Trout Pond Dam,MI02488,Washtenaw,Not Required,
Effner Dam,MI02490,Van Buren,Not Required,
Lafler Dam,MI02491,Van Buren,Not Required,
Archie Castle's Dam,MI02492,Wexford,Not Required,
Grass Lake Pond Dam,MI02493,Newaygo,Not Required,
Meyer Dam,MI02494,Van Buren,Not Required,
Lower Sutton Dam,MI02495,Washtenaw,Not Required,
Waterfowler's Impoundment Dam,MI02496,Oakland,Not Required,
Thread Creek Impoundment Dam,MI02497,Oakland,Not Required,
Deerfield Walleye Pond Dam,MI02498,Isabella,Not Required,
McCoys Pond Dam,MI02499,Lenawee,Not Required,
Shultz Dam,MI02500,Iron,Not Required,
Misery River Lamprey Barrier,MI02501,Ontonagon,Not Required,
Richard J Trepanier Dam,MI02502,Dickinson,Not Required,
Sharonville Pond #2 Dam,MI02504,Jackson,Not Required,
Honeyman Dam,MI02505,Dickinson,Not Required,
Molasses River Flooding #1 Dam,MI02506,Gladwin,Not Required,
Horseshoe Lake Level Control Structure,MI02507,Lenawee,Not Required,
Cascade Dam,MI02508,Macomb,Not Required,
Baggiore Dam,MI02509,Marquette,Not Required,
Wild Haven Park Dam,MI02510,Monroe,Not Required,
Brandimore Dam,MI02511,Montmorency,Not Required,
Thompson Creek Blocking Weir,MI02512,Schoolcraft,Not Required,
Thompson Bass Pond Dam,MI02513,Schoolcraft,Not Required,
Williams Creek Dam,MI02514,Schoolcraft,Not Required,
Shores Pond Dam,MI02515,Osceola,Not Required,
Camp Pine Acres Dam,MI02516,Tuscola,Not Required,
Bear Lake Dam,MI02517,Hillsdale,Not Required,
Pleasant Lake Dam,MI02518,Hillsdale,Not Required,
Almena Hatchery Dam #2,MI02519,Van Buren,Not Required,
Almena Hatchery Dam #3,MI02520,Van Buren,Not Required,
Almena Hatchery Dam #4,MI02521,Van Buren,Not Required,
Almena Hatchery Dam #5,MI02522,Van Buren,Not Required,
Platte Hatchery Detention Pond Dam,MI02523,Benzie,Not Required,
Platte River Weir,MI02524,Benzie,Yes,14-Sep-10
Gunnel Dam,MI02525,Dickinson,Not Required,
Greens Flooding Dam,MI02526,Montcalm,Not Required,
Snaky Run Flooding Dam,MI02527,Montcalm,Not Required,
Comstock Park Fish Rearing Pond Dam,MI02528,Kent,Not Required,
Bear Lake Dam,MI02529,Alcona,Not Required,
Ely Lake Flooding Dam,MI02531,Allegan,Not Required,
Stager Lake Level Control,MI02532,Iron,Not Required,
Old Masonry Dam,MI02533,Van Buren,Not Required,
Tobico Marsh Dam,MI02534,Bay,Not Required,
Pepperoni Pond Dam,MI02535,Chippewa,Not Required,
Hartwell Road Dam,MI02536,Ionia,Not Required,
Unnamed Dam,MI02537,Genesee,Not Required,
Otter Lake Diversion Dam,MI02538,Houghton,Not Required,
Jordan Lake Road Dam,MI02539,Ionia,Not Required,
Pond 1 Dam,MI02540,Ionia,Not Required,
Pond 2 Dam,MI02541,Ionia,Not Required,
Pond 3 Dam,MI02542,Ionia,Not Required,
Lake Superior Land Co Section 5 Dam,MI02543,Keweenaw,Not Required,
River Raisin,MI02545,Lenawee,Not Required,
Wildlife Flooding Dam,MI02546,Livingston,Not Required,
Unadilla Wildlife Flooding Dam,MI02548,Livingston,Not Required,
Mead Paper Company Fish Pond Dam,MI02549,Marquette,Not Required,
McCormick Lake Level Control Structure,MI02550,Genesee,Not Required,
McKane Lake Level Control Structure,MI02551,Genesee,Not Required,
Mud Lake Level Control Structure,MI02552,Genesee,Not Required,
Pickerel (Bergess Lake) Dam,MI02553,Mecosta,Not Required,
Snavley Dam,MI02554,Mecosta,Not Required,
Long Lake Control Structure,MI02555,Mecosta,Not Required,
Nowack Dam,MI02556,Menominee,Not Required,
Beaver Lake Level Control Structure,MI02557,Saint Joseph,Not Required,
Walkers Dam,MI02559,Wayne,Not Required,
Floyd Lake Dam,MI02560,Iosco,Not Required,
Tuttle Marsh Dam,MI02561,Iosco,Not Required,
Wysong Dam,MI02562,Grand Traverse,Not Required,
Marshall Pond Dam,MI02563,Montmorency,Not Required,
Windward Dam,MI02564,Emmet,Not Required,
Walloon Lake CC Dam #3,MI02565,Charlevoix,Not Required,
Walloon Lake CC Dam #14,MI02566,Charlevoix,Not Required,
Good News Camp Dam,MI02567,Gladwin,Not Required,
Johnson Dam #2,MI02568,Newaygo,Not Required,
